order_id,customer_id,order_date,channel,status,quantity,discount_pct
O01278,C0336,2025-12-07,Mobile App,Cancelled,2,0
O01279,C0303,2025-12-02,E-commerce,Delivered,5,10
O01280,C0117,2025-09-22,Mobile App,Delivered,4,20
O01281,C0124,2026-02-19,Mobile App,Delivered,4,20
O01282,C0399,2026-01-12,E-commerce,Delivered,1,15
O01283,C0281,2025-09-25,E-commerce,Delivered,1,0
O01284,C0292,2026-03-04,Mobile App,Delivered,4,15
O01285,C0203,2025-11-24,Store,Delivered,4,5
O01286,C0051,2025-10-25,E-commerce,Returned,1,20
O01287,C0271,2026-05-09,E-commerce,Delivered,1,15
O01288,C0324,2026-01-22,Store,Cancelled,2,15
O01289,C0277,2026-08-17,E-commerce,Delivered,4,0
O01290,C0141,2026-02-14,Mobile App,Delivered,4,10
O01291,C0470,2026-04-12,E-commerce,Delivered,5,15
O01292,C0275,2026-04-08,E-commerce,Delivered,2,20
O01293,C0290,2026-02-26,Mobile App,Delivered,3,0
O01294,C0334,2025-12-28,Mobile App,Delivered,3,20
O01295,C0381,2026-05-23,E-commerce,Delivered,3,0
O01296,C0452,2026-01-28,E-commerce,Delivered,1,10
O01297,C0496,2026-04-03,Store,Delivered,3,10
O01298,C0373,2026-03-16,Mobile App,Delivered,5,0
O01299,C0052,2025-10-12,E-commerce,Delivered,1,0
O01300,C0494,2025-10-23,Mobile App,Returned,1,15
O01301,C0027,2026-07-27,Mobile App,Delivered,3,5
O01302,C0157,2026-05-09,Store,Delivered,1,0
O01303,C0239,2026-06-22,Mobile App,Returned,2,15
O01304,C0156,2026-05-29,E-commerce,Returned,2,15
O01305,C0291,2026-01-01,Mobile App,Delivered,3,10
O01306,C0136,2026-08-05,Mobile App,Delivered,5,0
O01307,C0144,2026-05-24,E-commerce,Delivered,1,0
O01308,C0106,2026-08-14,E-commerce,Delivered,4,15
O01309,C0420,2025-09-29,E-commerce,Delivered,3,10
O01310,C0158,2025-10-05,Mobile App,Delivered,1,10
O01311,C0146,2025-09-06,E-commerce,Delivered,3,15
O01312,C0002,2025-12-20,Mobile App,Delivered,3,5
O01313,C0433,2026-06-21,Store,Delivered,5,0
O01314,C0077,2025-11-16,Store,Delivered,4,20
O01315,C0132,2026-08-15,Store,Delivered,1,10
O01316,C0090,2026-01-25,Store,Delivered,3,10
O01317,C0345,2025-11-06,E-commerce,Delivered,3,20
O01318,C0350,2025-09-08,Mobile App,Delivered,1,20
O01319,C0459,2025-12-31,E-commerce,Delivered,3,10
O01320,C0263,2026-08-06,Store,Delivered,3,5
O01321,C0351,2026-02-22,E-commerce,Delivered,3,25
O01322,C0108,2026-02-26,Store,Delivered,2,10
O01323,C0074,2025-11-24,Mobile App,Delivered,2,5
O01324,C0039,2025-10-15,Store,Delivered,4,10
O01325,C0397,2026-01-14,E-commerce,Delivered,5,5
O01326,C0159,2026-08-09,E-commerce,Delivered,1,20
O01327,C0071,2025-09-16,Store,Delivered,5,10
O01328,C0447,2026-07-30,E-commerce,Delivered,5,15
O01329,C0312,2026-03-14,Store,Delivered,2,15
O01330,C0241,2025-09-09,E-commerce,Returned,4,15
O01331,C0426,2026-07-13,Mobile App,Delivered,5,15
O01332,C0445,2026-07-31,E-commerce,Delivered,5,20
O01333,C0298,2026-07-30,Mobile App,Returned,3,5
O01334,C0440,2026-07-24,Mobile App,Cancelled,1,0
O01335,C0036,2025-09-15,E-commerce,Delivered,4,15
O01336,C0084,2026-07-24,E-commerce,Delivered,1,10
O01337,C0452,2025-12-11,E-commerce,Delivered,2,0
O01338,C0374,2026-04-14,Mobile App,Delivered,5,0
O01339,C0263,2026-06-05,Mobile App,Delivered,5,0
O01340,C0310,2025-12-22,Mobile App,Delivered,1,15
O01341,C0385,2025-09-01,Mobile App,Delivered,2,15
O01342,C0172,2026-05-24,E-commerce,Delivered,3,0
O01343,C0376,2026-03-27,E-commerce,Delivered,3,15
O01344,C0173,2025-12-19,E-commerce,Cancelled,5,5
O01345,C0362,2026-03-19,E-commerce,Delivered,5,15
O01346,C0047,2026-07-03,Store,Delivered,4,10
O01347,C0379,2025-09-12,Store,Delivered,1,15
O01348,C0141,2026-08-11,E-commerce,Delivered,5,5
O01349,C0375,2026-03-07,Mobile App,Delivered,2,5
O01350,C0406,2026-02-01,Store,Returned,1,15
O01351,C0118,2026-07-31,E-commerce,Cancelled,4,0
O01352,C0277,2026-06-06,E-commerce,Delivered,3,25
O01353,C0214,2026-02-18,E-commerce,Delivered,4,10
O01354,C0220,2026-01-12,Mobile App,Delivered,1,5
O01355,C0393,2025-09-25,Store,Delivered,3,10
O01356,C0026,2025-09-18,Mobile App,Delivered,2,0
O01357,C0009,2026-03-09,E-commerce,Delivered,3,10
O01358,C0271,2026-01-19,E-commerce,Delivered,3,25
O01359,C0010,2025-10-13,Store,Delivered,2,0
O01360,C0472,2026-07-31,Store,Delivered,5,15
O01361,C0378,2026-06-11,Mobile App,Returned,5,5
O01362,C0121,2026-01-24,Mobile App,Delivered,3,10
O01363,C0125,2026-07-12,E-commerce,Delivered,3,0
O01364,C0170,2026-07-16,Store,Delivered,4,10
O01365,C0072,2025-12-01,Store,Delivered,5,25
O01366,C0152,2026-02-26,E-commerce,Delivered,2,0
O01367,C0208,2025-10-26,Mobile App,Delivered,3,10
O01368,C0049,2026-02-02,E-commerce,Delivered,3,10
O01369,C0154,2026-02-07,E-commerce,Delivered,4,10
O01370,C0347,2025-12-20,E-commerce,Delivered,4,10
O01371,C0293,2026-01-15,E-commerce,Delivered,4,10
O01372,C0068,2026-04-20,E-commerce,Cancelled,1,0
O01373,C0050,2026-04-08,E-commerce,Returned,2,20
O01374,C0152,2025-11-07,Mobile App,Delivered,1,15
O01375,C0019,2026-06-29,E-commerce,Delivered,3,0
O01376,C0100,2026-05-07,E-commerce,Delivered,4,5
O01377,C0060,2026-07-20,E-commerce,Delivered,4,15
O01378,C0167,2025-09-06,Mobile App,Delivered,4,25
O01379,C0202,2026-06-07,E-commerce,Delivered,5,25
O01380,C0345,2025-12-03,E-commerce,Delivered,2,20
O01381,C0146,2026-05-27,Store,Delivered,1,0
O01382,C0403,2026-03-16,Mobile App,Delivered,2,20
O01383,C0164,2025-09-25,Store,Cancelled,4,20
O01384,C0458,2026-01-26,E-commerce,Delivered,3,5
O01385,C0481,2025-12-27,E-commerce,Delivered,5,5
O01386,C0439,2026-08-04,Mobile App,Delivered,2,10
O01387,C0242,2026-08-04,E-commerce,Delivered,3,10
O01388,C0069,2025-11-05,E-commerce,Delivered,4,5
O01389,C0175,2026-06-28,E-commerce,Delivered,4,0
O01390,C0049,2026-02-22,Store,Delivered,4,0
O01391,C0483,2026-07-16,E-commerce,Delivered,4,5
O01392,C0108,2025-11-15,Store,Delivered,5,5
O01393,C0226,2025-12-23,Store,Delivered,5,15
O01394,C0161,2025-12-20,E-commerce,Returned,2,0
O01395,C0119,2026-05-07,Mobile App,Delivered,4,20
O01396,C0149,2026-03-22,Mobile App,Delivered,5,20
O01397,C0465,2026-01-25,Store,Delivered,3,20
O01398,C0150,2025-10-05,E-commerce,Cancelled,5,15
O01399,C0432,2026-07-06,Store,Delivered,5,0
O01400,C0293,2025-09-26,E-commerce,Delivered,2,5
O01401,C0143,2026-04-26,Store,Cancelled,5,0
O01402,C0419,2025-09-14,E-commerce,Delivered,3,25
O01403,C0476,2025-10-15,E-commerce,Delivered,4,5
O01404,C0455,2026-04-04,Store,Delivered,1,10
O01405,C0160,2026-04-21,Store,Delivered,2,15
O01406,C0011,2026-03-12,Mobile App,Delivered,3,20
O01407,C0138,2025-10-21,E-commerce,Delivered,2,15
O01408,C0457,2026-04-02,E-commerce,Delivered,4,10
O01409,C0078,2026-01-29,Store,Delivered,5,10
O01410,C0077,2026-06-02,Store,Delivered,5,10
O01411,C0441,2026-08-04,Store,Delivered,3,0
O01412,C0254,2025-11-15,E-commerce,Delivered,4,20
O01413,C0409,2026-04-08,E-commerce,Delivered,1,10
O01414,C0258,2026-08-14,Mobile App,Delivered,1,0
O01415,C0320,2026-03-06,Store,Cancelled,5,20
O01416,C0291,2026-06-16,E-commerce,Delivered,4,10
O01417,C0263,2025-09-28,Store,Cancelled,4,20
O01418,C0085,2026-02-27,Mobile App,Delivered,3,20
O01419,C0146,2026-05-11,E-commerce,Delivered,1,15
O01420,C0323,2026-01-04,E-commerce,Delivered,3,0
O01421,C0042,2026-02-24,E-commerce,Delivered,2,0
O01422,C0374,2025-10-07,Mobile App,Returned,4,20
O01423,C0125,2025-12-08,E-commerce,Cancelled,1,20
O01424,C0167,2025-12-07,E-commerce,Delivered,3,10
O01425,C0425,2026-01-05,Store,Delivered,5,5
O01426,C0241,2026-02-15,E-commerce,Delivered,2,0
O01427,C0459,2025-11-19,E-commerce,Delivered,3,25
O01428,C0487,2026-06-21,E-commerce,Delivered,5,0
O01429,C0280,2026-07-30,Mobile App,Delivered,1,0
O01430,C0188,2026-01-04,Store,Delivered,1,10
O01431,C0302,2026-08-09,E-commerce,Delivered,2,0
O01432,C0019,2026-07-07,Store,Delivered,5,20
O01433,C0068,2026-01-28,Mobile App,Delivered,4,0
O01434,C0218,2025-09-16,E-commerce,Delivered,1,0
O01435,C0102,2025-09-28,E-commerce,Cancelled,4,10
O01436,C0042,2026-02-20,E-commerce,Delivered,4,10
O01437,C0288,2025-10-16,E-commerce,Delivered,3,0
O01438,C0167,2026-07-25,Mobile App,Delivered,3,10
O01439,C0109,2026-04-24,Mobile App,Delivered,1,5
O01440,C0494,2026-04-02,E-commerce,Delivered,4,20
O01441,C0036,2025-11-24,E-commerce,Cancelled,3,0
O01442,C0232,2026-06-09,E-commerce,Returned,5,25
O01443,C0229,2026-04-20,Mobile App,Delivered,5,10
O01444,C0353,2025-11-24,E-commerce,Delivered,5,0
O01445,C0164,2025-11-04,Mobile App,Delivered,5,0
O01446,C0387,2026-01-12,E-commerce,Delivered,4,10
O01447,C0073,2026-01-29,Mobile App,Delivered,5,0
O01448,C0136,2025-12-24,Store,Delivered,4,5
O01449,C0353,2025-11-03,E-commerce,Delivered,1,0
O01450,C0379,2026-08-09,E-commerce,Delivered,1,10
O01451,C0070,2026-08-29,Store,Delivered,5,10
O01452,C0425,2026-08-18,E-commerce,Delivered,5,0
O01453,C0487,2026-02-05,Mobile App,Delivered,5,10
O01454,C0196,2025-11-16,E-commerce,Delivered,1,15
O01455,C0269,2026-01-24,Mobile App,Delivered,3,0
O01456,C0049,2026-08-09,E-commerce,Delivered,1,20
O01457,C0316,2026-04-13,Store,Delivered,5,10
O01458,C0130,2026-07-10,Mobile App,Cancelled,3,25
O01459,C0444,2025-12-12,Store,Delivered,3,0
O01460,C0005,2026-08-13,Mobile App,Delivered,2,25
O01461,C0428,2026-06-28,Mobile App,Delivered,4,10
O01462,C0027,2025-11-27,E-commerce,Delivered,5,10
O01463,C0160,2026-06-30,Store,Delivered,4,10
O01464,C0149,2026-02-15,Store,Delivered,2,0
O01465,C0264,2026-02-17,E-commerce,Returned,4,20
O01466,C0230,2026-01-13,Store,Delivered,5,10
O01467,C0200,2025-10-20,Mobile App,Delivered,2,0
O01468,C0050,2026-08-06,Mobile App,Delivered,4,0
O01469,C0067,2026-08-13,E-commerce,Delivered,1,0
O01470,C0300,2026-01-12,E-commerce,Delivered,3,10
O01471,C0381,2026-08-13,E-commerce,Delivered,2,10
O01472,C0058,2026-01-15,E-commerce,Cancelled,1,10
O01473,C0259,2026-05-03,Mobile App,Delivered,5,5
O01474,C0342,2025-12-18,E-commerce,Delivered,3,10
O01475,C0326,2026-07-10,E-commerce,Delivered,2,10
O01476,C0130,2026-06-14,Store,Delivered,3,0
O01477,C0215,2025-09-21,E-commerce,Delivered,2,5
O01478,C0172,2025-11-29,E-commerce,Delivered,2,0
O01479,C0258,2026-06-23,E-commerce,Cancelled,4,20
O01480,C0102,2025-12-21,E-commerce,Delivered,3,15
O01481,C0209,2026-06-28,Store,Delivered,3,25
O01482,C0291,2025-11-16,Mobile App,Returned,1,5
O01483,C0354,2026-02-24,Store,Cancelled,5,20
O01484,C0471,2026-08-09,E-commerce,Delivered,1,10
O01485,C0286,2026-01-26,Mobile App,Returned,4,10
O01486,C0116,2025-12-10,E-commerce,Delivered,2,0
O01487,C0264,2026-05-04,E-commerce,Delivered,4,15
O01488,C0150,2025-12-26,E-commerce,Delivered,4,20
O01489,C0300,2025-12-01,E-commerce,Cancelled,1,0
O01490,C0442,2025-09-28,E-commerce,Delivered,2,0
O01491,C0036,2025-09-25,E-commerce,Delivered,5,10
O01492,C0453,2025-10-28,Store,Delivered,4,25
O01493,C0333,2026-06-24,E-commerce,Delivered,5,15
O01494,C0477,2026-01-12,E-commerce,Delivered,2,5
O01495,C0287,2026-07-28,E-commerce,Delivered,2,5
O01496,C0303,2026-05-07,Mobile App,Returned,1,5
O01497,C0311,2025-10-08,E-commerce,Delivered,3,20
O01498,C0208,2025-11-14,Store,Delivered,1,15
O01499,C0106,2026-01-20,Store,Delivered,5,10
O01500,C0446,2026-07-19,E-commerce,Returned,1,5
O01501,C0158,2026-02-15,E-commerce,Delivered,2,20
O01502,C0121,2026-05-17,E-commerce,Delivered,4,10
O01503,C0055,2026-08-21,Mobile App,Cancelled,3,25
O01504,C0400,2026-04-13,E-commerce,Delivered,2,10
O01505,C0012,2026-01-30,E-commerce,Delivered,4,15
O01506,C0145,2025-09-19,E-commerce,Delivered,5,15
O01507,C0400,2026-01-24,Mobile App,Cancelled,5,5
O01508,C0396,2026-04-29,E-commerce,Delivered,5,25
O01509,C0136,2026-08-10,E-commerce,Delivered,1,0
O01510,C0468,2026-04-25,Mobile App,Cancelled,5,15
O01511,C0003,2025-10-05,Mobile App,Delivered,5,25
O01512,C0144,2026-03-09,Store,Delivered,1,5
O01513,C0030,2025-09-01,E-commerce,Delivered,4,10
O01514,C0237,2026-01-31,Store,Delivered,2,10
O01515,C0279,2026-01-04,Mobile App,Delivered,3,15
O01516,C0348,2026-08-11,E-commerce,Delivered,5,20
O01517,C0115,2026-04-14,Mobile App,Cancelled,5,10
O01518,C0104,2026-04-09,E-commerce,Delivered,5,15
O01519,C0118,2026-03-30,Store,Delivered,1,5
O01520,C0005,2025-09-25,E-commerce,Delivered,1,0
O01521,C0468,2025-09-16,Mobile App,Delivered,1,5
O01522,C0360,2026-03-01,E-commerce,Delivered,3,10
O01523,C0248,2026-07-26,Store,Returned,2,0
O01524,C0364,2026-01-07,E-commerce,Delivered,5,10
O01525,C0321,2025-10-12,Store,Returned,4,5
O01526,C0121,2026-08-02,Store,Delivered,5,15
O01527,C0286,2026-04-24,E-commerce,Delivered,5,0
O01528,C0149,2026-08-26,Store,Delivered,5,10
O01529,C0084,2025-10-04,Store,Delivered,5,10
O01530,C0454,2026-08-11,E-commerce,Delivered,2,20
O01531,C0406,2025-10-15,E-commerce,Delivered,4,15
O01532,C0466,2026-01-12,Mobile App,Delivered,1,15
O01533,C0456,2025-09-21,E-commerce,Delivered,4,20
O01534,C0231,2025-12-31,E-commerce,Delivered,5,10
O01535,C0288,2025-11-09,E-commerce,Delivered,4,5
O01536,C0161,2026-08-18,E-commerce,Delivered,5,20
O01537,C0272,2026-08-27,E-commerce,Delivered,4,15
O01538,C0460,2025-10-18,E-commerce,Delivered,3,5
O01539,C0038,2025-10-09,Store,Delivered,4,15
O01540,C0500,2026-06-14,Mobile App,Delivered,1,20
O01541,C0226,2025-09-10,E-commerce,Delivered,1,25
O01542,C0142,2025-09-30,Mobile App,Delivered,4,25
O01543,C0292,2026-05-02,Mobile App,Delivered,4,5
O01544,C0481,2026-06-01,Store,Cancelled,2,5
O01545,C0151,2025-11-27,E-commerce,Delivered,4,0
O01546,C0114,2026-05-02,E-commerce,Delivered,1,0
O01547,C0237,2026-07-26,Store,Delivered,3,20
O01548,C0066,2025-09-15,Store,Delivered,1,5
O01549,C0361,2025-09-04,Mobile App,Delivered,2,10
O01550,C0341,2026-03-10,Store,Returned,4,10
O01551,C0258,2026-02-15,E-commerce,Delivered,3,15
O01552,C0475,2025-09-09,Mobile App,Delivered,1,0
O01553,C0249,2025-12-18,E-commerce,Delivered,3,5
O01554,C0457,2026-01-15,E-commerce,Delivered,5,5
O01555,C0449,2026-02-01,Store,Cancelled,1,5
O01556,C0331,2026-03-28,E-commerce,Delivered,5,25
O01557,C0323,2026-05-30,E-commerce,Delivered,3,15
O01558,C0180,2026-01-21,Store,Delivered,4,10
O01559,C0190,2025-12-08,E-commerce,Delivered,4,20
O01560,C0407,2026-07-05,Store,Delivered,4,5
O01561,C0154,2025-11-08,Store,Cancelled,5,15
O01562,C0196,2026-05-05,Mobile App,Delivered,4,0
O01563,C0466,2026-05-19,E-commerce,Delivered,2,15
O01564,C0311,2026-06-03,E-commerce,Delivered,1,10
O01565,C0262,2025-11-18,E-commerce,Delivered,1,0
O01566,C0419,2026-01-24,E-commerce,Delivered,3,5
O01567,C0406,2025-12-20,E-commerce,Delivered,5,5
O01568,C0427,2026-05-16,Store,Delivered,1,15
O01569,C0143,2025-12-02,E-commerce,Delivered,5,0
O01570,C0342,2025-09-13,Mobile App,Cancelled,3,10
O01571,C0316,2026-05-18,E-commerce,Delivered,4,15
O01572,C0101,2025-12-18,Mobile App,Delivered,3,10
O01573,C0244,2026-07-27,Store,Delivered,2,15
O01574,C0490,2026-03-08,E-commerce,Delivered,4,0
O01575,C0012,2025-12-04,E-commerce,Delivered,4,10
O01576,C0239,2025-12-14,Mobile App,Returned,4,20
O01577,C0049,2025-09-08,Mobile App,Delivered,3,10
O01578,C0042,2025-11-06,Mobile App,Delivered,2,10
O01579,C0166,2026-03-10,E-commerce,Delivered,5,15
O01580,C0082,2026-05-14,E-commerce,Delivered,3,5
O01581,C0429,2025-09-09,Store,Delivered,1,15
O01582,C0291,2025-12-26,Store,Cancelled,1,20
O01583,C0158,2026-05-25,E-commerce,Delivered,3,0
O01584,C0216,2025-12-08,Store,Delivered,5,20
O01585,C0490,2026-06-25,E-commerce,Delivered,1,0
O01586,C0158,2026-02-11,E-commerce,Delivered,5,10
O01587,C0462,2026-01-19,E-commerce,Delivered,4,20
O01588,C0134,2026-05-26,E-commerce,Cancelled,3,15
O01589,C0067,2025-10-07,Mobile App,Delivered,4,20
O01590,C0336,2025-11-13,E-commerce,Cancelled,1,20
O01591,C0007,2025-11-12,E-commerce,Delivered,5,5
O01592,C0436,2026-07-05,Store,Delivered,4,10
O01593,C0014,2026-03-18,Mobile App,Delivered,1,5
O01594,C0073,2026-01-08,Mobile App,Delivered,2,5
O01595,C0399,2026-05-04,Store,Cancelled,4,5
O01596,C0405,2026-07-09,E-commerce,Delivered,2,15
O01597,C0163,2025-10-30,Mobile App,Delivered,2,10
O01598,C0066,2026-06-06,Store,Delivered,1,15
O01599,C0347,2025-12-12,Mobile App,Delivered,3,15
O01600,C0130,2026-06-23,E-commerce,Delivered,5,0
O01601,C0419,2026-07-17,E-commerce,Delivered,1,10
O01602,C0466,2026-08-07,Store,Delivered,4,5
O01603,C0206,2026-01-29,E-commerce,Delivered,5,10
O01604,C0276,2026-02-04,Store,Delivered,3,15
O01605,C0466,2026-03-25,Mobile App,Delivered,1,10
O01606,C0256,2026-02-26,Mobile App,Cancelled,3,20
O01607,C0266,2026-03-16,Store,Delivered,4,15
O01608,C0025,2026-04-11,Mobile App,Cancelled,1,10
O01609,C0450,2025-11-28,E-commerce,Delivered,4,15
O01610,C0281,2026-06-14,Mobile App,Delivered,5,0
O01611,C0253,2026-06-03,Store,Delivered,5,0
O01612,C0310,2026-04-24,E-commerce,Delivered,3,0
O01613,C0289,2026-03-02,E-commerce,Cancelled,3,5
O01614,C0164,2026-03-28,E-commerce,Delivered,5,0
O01615,C0095,2026-01-08,Store,Delivered,2,25
O01616,C0270,2026-01-31,E-commerce,Delivered,5,10
O01617,C0321,2025-09-13,Mobile App,Delivered,1,10
O01618,C0110,2025-12-31,E-commerce,Delivered,4,5
O01619,C0336,2026-08-25,E-commerce,Delivered,5,5
O01620,C0310,2026-04-08,Mobile App,Delivered,5,5
O01621,C0238,2025-12-15,E-commerce,Delivered,4,10
O01622,C0381,2025-11-09,Mobile App,Delivered,4,10
O01623,C0436,2026-03-14,Store,Delivered,1,10
O01624,C0387,2026-03-05,Store,Delivered,4,10
O01625,C0483,2025-12-08,E-commerce,Delivered,3,15
O01626,C0425,2025-11-21,Store,Delivered,5,0
O01627,C0390,2025-11-14,Mobile App,Delivered,4,15
O01628,C0025,2026-08-06,Store,Delivered,1,10
O01629,C0141,2026-03-11,E-commerce,Delivered,4,10
O01630,C0117,2026-07-22,Mobile App,Delivered,5,5
O01631,C0482,2026-04-02,Store,Delivered,2,5
O01632,C0392,2026-07-12,Store,Delivered,4,0
O01633,C0405,2026-07-15,E-commerce,Returned,3,25
O01634,C0482,2026-01-22,E-commerce,Cancelled,5,10
O01635,C0452,2026-04-04,E-commerce,Delivered,1,25
O01636,C0025,2026-08-27,E-commerce,Delivered,5,10
O01637,C0079,2026-07-21,E-commerce,Returned,2,0
O01638,C0068,2025-09-15,E-commerce,Delivered,1,10
O01639,C0173,2026-04-05,Store,Delivered,2,0
O01640,C0444,2025-10-05,E-commerce,Delivered,2,20
O01641,C0012,2026-03-02,Mobile App,Delivered,3,15
O01642,C0288,2026-05-28,E-commerce,Delivered,4,15
O01643,C0128,2026-08-24,E-commerce,Returned,3,10
O01644,C0096,2025-12-09,E-commerce,Delivered,3,10
O01645,C0092,2025-09-07,E-commerce,Delivered,3,25
O01646,C0141,2025-09-30,Store,Delivered,1,5
O01647,C0031,2026-07-02,Store,Delivered,4,15
O01648,C0334,2026-01-22,E-commerce,Delivered,4,10
O01649,C0020,2025-12-20,E-commerce,Delivered,1,25
O01650,C0146,2026-04-20,E-commerce,Delivered,3,15
O01651,C0477,2026-02-26,Store,Returned,3,25
O01652,C0316,2025-11-11,Store,Delivered,2,10
O01653,C0447,2026-03-29,Mobile App,Delivered,2,0
O01654,C0390,2026-04-08,Mobile App,Delivered,5,10
O01655,C0160,2025-11-19,Store,Delivered,2,15
O01656,C0349,2025-11-22,E-commerce,Delivered,4,15
O01657,C0043,2025-10-12,E-commerce,Cancelled,1,0
O01658,C0254,2026-05-31,Store,Cancelled,3,10
O01659,C0130,2026-03-10,Mobile App,Delivered,5,0
O01660,C0060,2026-02-20,Mobile App,Delivered,2,20
O01661,C0151,2025-09-07,Mobile App,Delivered,5,0
O01662,C0467,2026-02-02,E-commerce,Delivered,1,10
O01663,C0287,2025-09-10,Mobile App,Delivered,1,5
O01664,C0499,2025-10-04,Mobile App,Returned,5,5
O01665,C0005,2025-10-06,E-commerce,Delivered,5,20
O01666,C0467,2025-09-06,Mobile App,Delivered,5,0
O01667,C0418,2026-04-03,Store,Delivered,3,0
O01668,C0266,2026-01-12,E-commerce,Delivered,4,0
O01669,C0345,2026-06-12,E-commerce,Delivered,2,10
O01670,C0130,2026-01-04,E-commerce,Delivered,2,10
O01671,C0382,2026-08-03,Mobile App,Delivered,2,5
O01672,C0267,2026-02-21,E-commerce,Delivered,5,10
O01673,C0178,2026-01-30,Mobile App,Delivered,5,0
O01674,C0253,2026-07-28,Store,Delivered,5,20
O01675,C0415,2025-09-26,E-commerce,Delivered,3,15
O01676,C0056,2025-12-24,Store,Cancelled,3,25
O01677,C0463,2026-06-11,Store,Delivered,3,20
O01678,C0457,2025-11-14,E-commerce,Delivered,3,5
O01679,C0471,2026-02-13,E-commerce,Delivered,1,5
O01680,C0083,2026-03-08,Store,Delivered,3,15
O01681,C0393,2025-11-17,Store,Delivered,3,0
O01682,C0099,2025-11-29,E-commerce,Delivered,3,5
O01683,C0149,2026-02-23,E-commerce,Delivered,2,0
O01684,C0329,2025-09-21,E-commerce,Delivered,2,10
O01685,C0156,2025-10-24,Store,Delivered,2,10
O01686,C0190,2026-03-03,E-commerce,Delivered,4,0
O01687,C0494,2026-08-25,Mobile App,Delivered,1,0
O01688,C0371,2026-04-10,Store,Delivered,5,15
O01689,C0263,2026-07-12,E-commerce,Delivered,3,0
O01690,C0080,2026-07-25,Mobile App,Delivered,2,25
O01691,C0400,2026-02-26,E-commerce,Delivered,1,0
O01692,C0252,2026-06-03,Store,Delivered,3,10
O01693,C0097,2025-12-21,E-commerce,Cancelled,4,5
O01694,C0260,2026-04-12,Mobile App,Returned,5,0
O01695,C0260,2026-04-02,Mobile App,Delivered,3,10
O01696,C0103,2025-10-29,E-commerce,Delivered,5,10
O01697,C0040,2026-07-24,E-commerce,Delivered,3,20
O01698,C0273,2025-12-18,E-commerce,Delivered,4,15
O01699,C0101,2026-02-04,E-commerce,Delivered,1,0
O01700,C0359,2026-03-10,Store,Delivered,5,0
O01701,C0380,2026-03-19,Store,Delivered,5,5
O01702,C0308,2026-07-09,E-commerce,Delivered,1,0
O01703,C0221,2026-03-15,Mobile App,Delivered,5,10
O01704,C0308,2025-10-05,Mobile App,Delivered,2,25
O01705,C0420,2026-05-04,Store,Delivered,1,10
O01706,C0124,2026-04-25,E-commerce,Delivered,4,15
O01707,C0422,2025-12-13,E-commerce,Delivered,3,10
O01708,C0231,2025-09-07,E-commerce,Delivered,3,15
O01709,C0178,2026-06-10,Mobile App,Delivered,1,0
O01710,C0063,2025-09-01,E-commerce,Delivered,2,15
O01711,C0485,2026-04-07,E-commerce,Delivered,4,20
O01712,C0116,2026-04-18,E-commerce,Delivered,3,0
O01713,C0191,2026-02-19,Mobile App,Delivered,3,5
O01714,C0062,2025-11-26,E-commerce,Delivered,2,25
O01715,C0256,2025-10-11,E-commerce,Delivered,5,15
O01716,C0483,2026-01-01,E-commerce,Delivered,1,5
O01717,C0007,2026-07-28,E-commerce,Delivered,2,10
O01718,C0155,2026-06-25,Mobile App,Delivered,2,5
O01719,C0092,2026-02-25,E-commerce,Delivered,2,10
O01720,C0470,2025-11-02,E-commerce,Returned,2,5
O01721,C0014,2026-02-12,Mobile App,Delivered,5,5
O01722,C0455,2026-03-06,E-commerce,Delivered,4,10
O01723,C0229,2026-03-28,E-commerce,Delivered,2,15
O01724,C0086,2026-04-15,Store,Delivered,2,20
O01725,C0133,2025-10-18,E-commerce,Delivered,1,0
O01726,C0183,2026-04-12,E-commerce,Delivered,3,15
O01727,C0386,2025-09-03,E-commerce,Delivered,5,5
O01728,C0062,2026-02-22,E-commerce,Delivered,2,5
O01729,C0219,2025-12-08,Mobile App,Delivered,4,20
O01730,C0405,2025-12-25,Mobile App,Cancelled,4,10
O01731,C0246,2026-05-28,Mobile App,Delivered,4,0
O01732,C0230,2026-05-11,E-commerce,Delivered,1,0
O01733,C0079,2026-07-14,E-commerce,Cancelled,4,10
O01734,C0149,2025-12-04,Store,Cancelled,1,15
O01735,C0138,2026-05-31,Store,Delivered,5,25
O01736,C0471,2025-09-24,E-commerce,Delivered,4,15
O01737,C0314,2025-12-25,E-commerce,Delivered,3,20
O01738,C0376,2026-01-29,E-commerce,Delivered,2,15
O01739,C0423,2026-08-04,E-commerce,Returned,5,20
O01740,C0389,2025-10-20,E-commerce,Delivered,3,0
O01741,C0065,2026-03-25,E-commerce,Delivered,5,20
O01742,C0013,2026-08-01,Mobile App,Cancelled,4,5
O01743,C0213,2025-11-18,Mobile App,Delivered,5,20
O01744,C0474,2025-11-09,E-commerce,Delivered,5,0
O01745,C0242,2025-09-27,E-commerce,Returned,5,15
O01746,C0493,2026-05-29,Store,Delivered,1,15
O01747,C0213,2025-10-20,E-commerce,Delivered,3,25
O01748,C0181,2026-06-19,Mobile App,Delivered,4,15
O01749,C0338,2026-05-05,E-commerce,Delivered,2,5
O01750,C0485,2026-05-22,Mobile App,Delivered,4,10
O01751,C0173,2025-11-18,E-commerce,Delivered,4,5
O01752,C0160,2026-03-09,E-commerce,Returned,1,0
O01753,C0164,2025-10-17,E-commerce,Delivered,1,0
